Yorum,Duygu,Kategori,Örnek Yanıt
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyduğumuzu belirtmek isteriz. Geri bildirimleriniz ilgili departman yöneticilerimize iletilmiş olup, hizmet standartlarımızı iyileştirmek adına gerekli önlemler hızla alınacaktır. Sizleri gelecekte tekrar ağırlayarak bu durumu telafi etmeyi dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Fiyat-performans dengemizden memnun kalmış olmanız bizi mutlu etti; bir sonraki ziyaretinizde size çok daha kusursuz bir deneyim yaşatmayı hedefliyoruz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve bizi tavsiye ettiğiniz için içtenlikle teşekkür ederiz. Ekibimizin ilgisinden memnun kalmış olmanız bizleri çok mutlu etti. Sizleri en kısa sürede tekrar ağırlamayı dört gözle bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Geri bildirimleriniz ilgili departmanlarımıza iletilmiş olup gerekli iyileştirmeler ivedilikle yapılacaktır. Sizi gelecekte yeniden ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın Misafirimiz, otelimizi tercih ettiğiniz ve değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizi daha mükemmel hale getirmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve değerli tavsiyeniz için içtenlikle teşekkür ederiz. Personelimizin size yardımcı olabilmiş olması ve deneyiminizin kusursuz geçmesi bizleri çok mutlu etti. Sizi en kısa sürede tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyuyoruz. Yemek kalitesi ve temizlik standartlarımızın beklentilerinizin altında kalması kabul edilemez; konuyla ilgili gerekli incelemeler başlatılmıştır. Sizleri tekrar ağırlayarak bu hatalarımızı telafi etmeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizi daha üst seviyeye taşıyabilmek adına gelişim alanlarımızı belirlemeye büyük önem veriyoruz. Sizleri tekrar ağırlayarak beklentilerinizi tam anlamıyla karşılamayı arzu ederiz."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın misafirimiz, değerli vaktinizi ayırıp bu nazik geri bildiriminizle bizleri onurlandırdığınız için teşekkür ederiz. Ekibimizin size sunduğu hizmetten memnun kalmanız bizler için en büyük motivasyon kaynağıdır. Sizi en kısa sürede tekrar ağırlamaktan mutluluk duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Yemek ve temizlik standartlarımızın altında kalan hizmetlerle ilgili gerekli incelemeler başlatılmış olup, kalite standartlarımızı yükseltmek adına önlemler alınmıştır. Sizleri yeniden ağırlayarak bu durumu telafi etmeyi çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Sayın Misafirimiz, konaklamanızla ilgili değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli geri bildiriminiz ve tavsiyeleriniz için çok teşekkür ederiz. Ekibimizin size sağladığı hizmetten memnun kalmış olmanız bizleri gururlandırmıştır. Sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyacağız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Yemek ve temizlik standartlarımızın altındaki bu durumla ilgili gerekli incelemeler başlatılmış olup, düzeltici aksiyonlar hızla alınmıştır. Sizleri tekrar ağırlayarak gerçek hizmet kalitemizi göstermeyi arzu ederiz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha mükemmel bir deneyim sunabilmek adına geri bildirimlerinizi dikkatle değerlendireceğiz. Sizleri tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bu nazik geri bildiriminizi paylaştığınız için teşekkür ederiz. Ekibimizin size hissettirdiği memnuniyet bizler için en büyük motivasyon kaynağıdır; sizi tekrar ağırlamaktan büyük mutluluk duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için içtenlikle özür dileriz. Belirttiğiniz hususlar ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirmeler ivedilikle başlatılmıştır. Sizleri gelecekte tekrar ağırlayarak standartlarımızı kanıtlamayı çok isteriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere daha kusursuz bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz; sizi tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın misafirimiz, değerli vaktinizi ayırarak paylaştığınız nazik yorumlarınız için teşekkür ederiz. Ekibimizin sizlere hissettirdiği memnuniyet bizleri çok mutlu etmiştir; bu güzel geri bildiriminizi ilgili personelimizle paylaşacağız. Sizi en kısa sürede tekrar ağırlamak dileğiyle."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, otelimizde konakladığınız süre boyunca yaşadığınız memnuniyetsizlikten dolayı derin üzüntü duyuyoruz. Geri bildirimleriniz kalite standartlarımızı geliştirmek adına ilgili departman yöneticilerimize iletilmiş olup gerekli önlemler hızla alınmıştır. Sizleri gelecekte tekrar ağırlayarak sizlere kusursuz bir deneyim sunmayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Hizmet standartlarımızı daha üst seviyeye taşımak adına geri bildirimleriniz bizim için yol göstericidir. Sizleri tekrar ağırlamaktan memnuniyet duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, değerli vaktinizi ayırıp bu nazik geri bildiriminizle bizleri onurlandırdığınız için teşekkür ederiz. Ekibimizin size sunduğu hizmetten memnun kalmanız bizler için en büyük motivasyon kaynağıdır. Sizleri en kısa sürede tekrar ağırlamayı heyecanla bekliyoruz."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın misafirimiz, konaklamanız sırasında yaşadığınız olumsuz deneyimler için derin üzüntü duyuyor ve sizden özür diliyoruz. Belirttiğiniz hususlar ilgili departman yöneticilerimize iletilmiş olup gerekli iyileştirmeler ivedilikle hayata geçirilecektir. Sizi gelecekte tekrar ağırlayarak standartlarımızı kanıtlamayı dileriz."
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Sayın Misafirimiz, konaklamanız sonrası değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Sizlere çok daha mükemmel bir deneyim sunabilmek adına hizmet kalitemizi geliştirmeye devam ediyoruz. Sizi tekrar ağırlamaktan mutluluk duyarız."
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Sayın Misafirimiz, nazik yorumlarınız ve değerli tavsiyeleriniz için içtenlikle teşekkür ederiz. Personelimizin size sunduğu hizmetten memnun kalmış olmanız bizleri çok mutlu etti; sizi tekrar ağırlamaktan onur duyarız."
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde konakladığınız süre boyunca yemeklerimizin servis ısısı ve oda temizliği konusunda yaşadığınız memnuniyetsizlikten dolayı derin üzüntülerimizi iletmek isteriz. Belirttiğiniz aksaklıklar, hizmet standartlarımızı en üst seviyeye taşımak adına ilgili departman yöneticilerimize iletilmiş ve gerekli iyileştirmeler için titizlikle incelemeye alınmıştır. Sizleri gelecekte çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, tesisimizde gerçekleştirdiğiniz konaklama sonrası paylaştığınız görüşleriniz için teşekkür ederiz. Otelimizin fiyat-performans dengesinin beklentilerinizi karşılamış olmasından memnuniyet duyduk. Sizleri gelecekte daha kusursuz bir konaklama deneyimiyle yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından ve personelimizin ilgisinden memnun kalmanızdan dolayı büyük bir mutluluk duyduk. Nazik tavsiyeleriniz ve kıymetli geri bildirimleriniz, tüm ekibimiz için en büyük motivasyon kaynağıdır. Sizleri en kısa sürede tekrar ağırlamaktan onur duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, Tesisimizde konaklamanız süresince yaşadığınız olumsuz deneyimler ve paylaştığınız geri bildirimleriniz için teşekkür ederiz. Yemeklerimizin servis sıcaklığı ve odalarımızın hijyen durumuyla ilgili belirttiğiniz hususlar bizleri derinden üzmüştür. Gastronomi ekibimiz, misafirlerimize en taze ve en lezzetli sunumları ulaştırmak adına büyük bir titizlikle çalışmakta olup, servis sıcaklıklarına yönelik uyarınız ilgili departman yöneticilerimize iletilmiştir. Temizlik standartlarımız ise uluslararası hijyen protokolleri çerçevesinde yürütülmekte olup, odanızla ilgili yaşadığınız aksaklıkların nedenleri kat hizmetleri ekibimiz tarafından detaylıca incelenecektir. Sizleri gelecekte, tüm beklentilerinizi eksiksiz karşılayan çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Sunduğumuz hizmetlerin fiyat-performans dengesinin beklentilerinizi karşılamış olmasından memnuniyet duyduk. 'Daha iyi olabilirdi' şeklindeki yapıcı geri bildiriminiz, hizmet kalitemizi sürekli geliştirmek ve misafirlerimize kusursuz bir deneyim sunmak adına bizler için yol göstericidir. Sizleri gelecekte, beklentilerinizin üzerinde bir memnuniyetle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından dolayı büyük bir mutluluk duyduk. Özellikle personelimizin ilgisinden memnun kalmanız ve otelimizi diğer misafirlerimize tavsiye etmeniz bizleri son derece motive etti. Nazik geri bildirimleriniz için teşekkür eder, sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama deneyiminizle ilgili paylaştığınız geri bildirimleriniz için teşekkür ederiz. Yaşamış olduğunuz memnuniyetsizlikler bizleri derinden üzmüştür. Gastronomi standartlarımız gereği, tüm yemeklerimizin ideal servis sıcaklıklarında sunulması adına mutfak ekibimiz titizlikle çalışmakta olup, belirttiğiniz durumla ilgili gerekli incelemeler başlatılmıştır. Aynı şekilde, hijyen standartlarımızın en öncelikli konu olduğunu belirtmek isteriz; oda temizliği konusundaki geri bildiriminiz kat hizmetleri (HK) departmanımıza iletilmiş ve gerekli denetimler sıkılaştırılmıştır. Sizleri gelecekte, kalite standartlarımızı bizzat tecrübe edeceğiniz çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanızla ilgili kıymetli görüşlerinizi paylaştığınız için teşekkür ederiz. Sunduğumuz hizmetlerin fiyat-performans dengesini makul bulmanız bizler için memnuniyet vericidir. Sizlere daha kusursuz bir konaklama deneyimi sunabilmek adına, hizmet standartlarımızı geliştirmek için çalışmalarımızı titizlikle sürdürüyoruz. Sizleri gelecekte çok daha yüksek bir memnuniyet oranıyla yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Personel,"Değerli Misafirimiz, Tesisimizde geçirdiğiniz tatilin sizin için harika bir deneyime dönüşmüş olması ve personelimizin ilgisinden memnun kalmanız bizleri ziyadesiyle mutlu etmiştir. Misafirlerimize sunduğumuz kaliteli hizmet anlayışının ve güler yüzlü yaklaşımımızın sizde olumlu bir iz bırakmış olması, tüm ekibimiz için büyük bir motivasyon kaynağıdır. Nazik tavsiyeniz ve değerli geri bildirimleriniz için teşekkür eder, sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyacağımızı belirtmek isteriz. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından paylaştığınız geri bildirimleriniz için teşekkür ederiz. Yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki memnuniyetsizliğinizi derin bir üzüntüyle karşıladık. Asteria Family Resort Belek olarak, misafirlerimize en yüksek hijyen standartlarında hizmet sunmak ve gastronomi deneyimini en ideal koşullarda yaşatmak temel önceliğimizdir. Belirttiğiniz hususlar, hizmet kalitemizi artırmak adına ivedilikle ilgili departman yöneticilerimize iletilmiş olup, gerekli denetimler ve iyileştirmeler titizlikle başlatılmıştır. Sizleri gelecekte çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizin fiyat-performans dengesinin beklentilerinizi karşılamış olmasından memnuniyet duyduk. Sizlere daha kusursuz bir tatil deneyimi sunabilmek adına, geri bildirimleriniz doğrultusunda hizmet kalitemizi her geçen gün artırmak için çalışmalarımıza titizlikle devam ediyoruz. Bir sonraki ziyaretinizde sizleri çok daha yüksek bir memnuniyet seviyesinde ağırlamayı diler, sağlıklı ve mutlu günler dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından ve ekibimizin ilgisinden memnun kalmanızdan dolayı büyük bir mutluluk duyduk. Misafirlerimize sunduğumuz yüksek hizmet standartlarının ve güler yüzlü yaklaşımımızın sizde olumlu bir iz bırakmış olması, tüm çalışma arkadaşlarımız için en büyük motivasyon kaynağıdır. Nazik tavsiyeleriniz ve değerli geri bildirimleriniz için teşekkür eder, sizleri en kısa sürede tekrar otelimizde ağırlamaktan onur duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Sayın Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası deneyimlerinizi bizlerle paylaştığınız için teşekkür ederiz. Tatilinizin beklentilerinizin altında kalmış olması ve genel memnuniyetsizliğiniz bizleri derinden üzmüştür. Yemeklerimizin servis sıcaklığı ile ilgili geri bildiriminiz mutfak yönetimimize iletilmiş olup, servis standartlarımızın geliştirilmesi ve lezzetlerin en ideal sıcaklıkta sunulması adına gerekli önlemler alınmıştır. Oda temizliğine yönelik eleştirileriniz ise kat hizmetleri departmanımız tarafından titizlikle incelenmiş ve hijyen standartlarımızın en üst seviyede tutulması adına gerekli aksiyonlar başlatılmıştır. Sizleri gelecekte, tüm detaylarıyla kusursuz bir konaklama deneyimi sunabilmek adına yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizin fiyat-performans dengesinin beklentilerinizi karşılamış olması bizleri memnun etmiştir. Sizlere daha kusursuz bir hizmet sunabilmek ve deneyiminizi 'idare eder' seviyesinden 'mükemmel' seviyesine taşıyabilmek adına, gelişim alanlarımıza yönelik tüm geri bildirimlerinizi titizlikle değerlendirmeye devam ediyoruz. Sizleri gelecekte çok daha memnun kalacağınız bir konaklama deneyimiyle yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde geçirdiğiniz tatilin sizin için harika bir deneyime dönüşmüş olması ve personelimizin ilgisinden memnun kalmanız bizleri ziyadesiyle mutlu etti. Misafirlerimize sunduğumuz hizmet kalitesini ve güler yüzlü yaklaşımımızı her an en üst seviyede tutma gayretlerimizin karşılık bulması, tüm ekibimiz için büyük bir motivasyon kaynağıdır. Nazik tavsiyeleriniz ve değerli geri bildiriminiz için teşekkür eder, sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası paylaştığınız geri bildirimleriniz için teşekkür ederiz. Yemeklerimizin servis ısısı ve oda temizliğiyle ilgili yaşadığınız memnuniyetsizlikler bizleri derinden üzmüştür. Gastronomi standartlarımızı en üst seviyede tutmak adına, mutfak ekibimizle gerekli incelemeler başlatılmış olup servis süreçlerimiz yeniden gözden geçirilecektir. Aynı şekilde, hijyen politikalarımız gereği titizlikle yürütülen kat hizmetleri süreçlerimize yönelik geri bildiriminiz ilgili departman yöneticilerimize iletilmiş ve gerekli önlemler alınmıştır. Sizleri gelecekte, tüm standartlarımızın eksiksiz olduğu çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Fiyat-performans dengemizin beklentilerinizi karşılamış olmasından memnuniyet duyduk. Sizlere her zaman daha kusursuz bir konaklama deneyimi sunabilmek adına hizmet standartlarımızı geliştirmek için titizlikle çalışmaya devam ediyoruz. Gelecekteki ziyaretlerinizde sizi çok daha yüksek bir memnuniyetle yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından ve ekibimizin ilgili yaklaşımının sizde olumlu bir iz bırakmasından büyük mutluluk duyduk. Nazik tavsiyeniz ve değerli geri bildirimleriniz, tüm çalışma arkadaşlarımız için önemli bir motivasyon kaynağı olmuştur. Sizleri en kısa sürede tekrar ağırlamaktan kıvanç duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası deneyimlerinizi paylaştığınız için teşekkür ederiz. Konaklamanız boyunca beklentilerinizin karşılanmamış olması ve yaşadığınız memnuniyetsizlik bizleri derinden üzmüştür. Yemeklerimizin servis sıcaklığına yönelik geri bildiriminiz mutfak yönetimimize iletilmiş olup, büfe ısı kontrol standartlarımız titizlikle yeniden gözden geçirilmiştir. Hijyen ve temizlik konusundaki yüksek standartlarımız gereği, odalarınızla ilgili belirttiğiniz aksaklıklar kat hizmetleri ekibimiz tarafından ivedilikle incelenecek ve gerekli önlemler alınacaktır. Sizleri gelecekte çok daha kusursuz bir hizmet anlayışıyla yeniden ağırlamayı ve sizlere gerçek Asteria konforunu yaşatmayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizin fiyat-performans dengesinin beklentilerinizi karşılamış olmasından memnuniyet duyduk. Sizlere daha üst seviyede bir konaklama deneyimi sunabilmek adına, geri bildirimlerinizi gelişim süreçlerimizde dikkatle değerlendireceğimizi belirtmek isteriz. Sizleri gelecekte çok daha memnun kalacağınız, kusursuz bir tatil deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanız süresince yaşadığınız olumsuz deneyimler ve paylaştığınız geri bildirimleriniz için teşekkür ederiz. Öncelikle, yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki memnuniyetsizliğiniz bizleri derinden üzmüştür. Tesisimizde hijyen standartları ve gıda kalitesi en üst seviyede tutulmakta olup, belirttiğiniz hususlar kalite kontrol süreçlerimizin gözden geçirilmesi adına ilgili departman yöneticilerimize iletilmiş ve gerekli incelemeler başlatılmıştır. Misafirlerimize sunduğumuz hizmet kalitesini geliştirmek adına tüm geri bildirimlerinizi büyük bir hassasiyetle değerlendirdiğimizi belirtmek isteriz. Sizleri gelecekte, tüm hizmet standartlarımızın eksiksiz karşılandığı çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak paylaştığınız geri bildiriminiz için teşekkür ederiz. Otelimizin fiyat-performans dengesini makul bulmanız bizleri memnun etmiştir. Bununla birlikte, konaklama deneyiminizin beklentilerinizin ötesine geçmesi ve 'daha iyi' bir noktaya taşınması konusundaki görüşleriniz bizler için çok kıymetlidir. Sizlere her zaman en üst standartlarda hizmet sunmak temel önceliğimizdir. Geliştirmemizi istediğiniz spesifik noktaları bizimle paylaşmanız durumunda, sizlere daha kusursuz bir tatil deneyimi yaşatabilmek adına gerekli çalışmaları hassasiyetle yürüteceğimizi belirtmek isteriz. Sizleri gelecekte çok daha yüksek bir memnuniyet seviyesiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası paylaştığınız kıymetli yorumlarınız ve verdiğiniz tam puan için içtenlikle teşekkür ederiz. Odalarımızın hijyen standartları, oda konumumuzun size sağladığı erişim kolaylığı ve özellikle mutfak ekibimizin hazırladığı zengin lezzet yelpazesinin beğenisini kazanmış olması bizleri çok mutlu etmiştir. Personelimizin misafir odaklı yaklaşımı ve eğlence ekibimizin performansıyla ilgili memnuniyetiniz, tüm çalışma arkadaşlarımız için büyük bir motivasyon kaynağı olmuştur. Sizleri en kısa sürede yeniden ağırlamaktan ve aynı yüksek memnuniyetle uğurlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanız sırasında yaşadığınız olumsuz deneyimler ve iletmiş olduğunuz geri bildirimleriniz için teşekkür ederiz. Otelimizde sunduğumuz hizmet standartlarının beklentilerinizin altında kalmış olması bizleri derinden üzmüştür. Özellikle oda temizliği ve yemeklerin servis sıcaklığı ile ilgili belirttiğiniz hususlar, kalite standartlarımızı geliştirmek adına ilgili departman yöneticilerimize iletilmiş olup gerekli incelemeler titizlikle başlatılmıştır. Misafirlerimize en hijyenik ve en kaliteli hizmeti sunmak temel önceliğimizdir. Sizleri gelecekte, bu aksaklıkların giderildiği çok daha kusursuz bir konaklama deneyimi ile yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
